pl_name,hostname,pl_masse,pl_rade,pl_orbper,pl_eqt,st_teff,discoverymethod,disc_year
Kepler-929 b,Kepler-929,,1.11,0.921032135,,5869.0,Transit,2016.0
BEBOP-3 b,BEBOP-3,,,547.0,,6033.0,Radial Velocity,2025.0
HD 25171 b,HD 25171,,,1802.29,,6125.0,Radial Velocity,2010.0
Kepler-97 c,Kepler-97,344.0,,789.0,,5779.0,Radial Velocity,2014.0
HD 23079 b,HD 23079,,,735.74,,5994.0,Radial Velocity,2001.0
GJ 463 b,GJ 463,,,3459.0,,3563.0,Radial Velocity,2022.0
OGLE-2018-BLG-0506L b,OGLE-2018-BLG-0506L,16.3,,,,,Microlensing,2022.0
Kepler-1642 c,Kepler-1642,,2.66,6.6513802,,5355.0,Transit,2016.0
HD 113996 b,HD 113996,,,610.2,,4181.0,Radial Velocity,2017.0
Kepler-182 b,Kepler-182,,2.58,9.825792,,6250.0,Transit,2014.0
Kepler-1373 b,Kepler-1373,,1.16,1.29123275,,6299.0,Transit,2016.0
Kepler-708 b,Kepler-708,,2.93,3.167891938,,5692.0,Transit,2016.0
Kepler-217 b,Kepler-217,,2.23,5.374943,,6171.0,Transit,2014.0
GJ 504 b,GJ 504,1271.3,,,510.0,6234.0,Imaging,2013.0
Kepler-107 b,Kepler-107,3.8,1.536,3.1800218,1592.0,5854.0,Transit,2014.0
Kepler-615 b,Kepler-615,,1.74,10.35584657,,4655.0,Transit,2016.0
Kepler-533 b,Kepler-533,,3.38,28.51120525,,4758.0,Transit,2016.0
HD 102329 c,HD 102329,,,1123.0,,,Radial Velocity,2018.0
Kepler-369 c,Kepler-369,,1.41,14.871572,,3591.0,Transit,2014.0
Kepler-845 b,Kepler-845,,2.04,0.927859821,,4913.0,Transit,2016.0
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,67.3,,,,,Microlensing,2010.0
HD 99283 b,HD 99283,,,310.4,,4886.0,Radial Velocity,2021.0
Kepler-49 e,Kepler-49,,1.56,18.596108,,4252.0,Transit,2014.0
KMT-2021-BLG-0171L b,KMT-2021-BLG-0171L,11.2,,,,5200.0,Microlensing,2022.0
GJ 724 b,GJ 724,,,5.101284,611.0,3799.0,Radial Velocity,2023.0
KMT-2017-BLG-0673L b,KMT-2017-BLG-0673L,1166.43025369,,,,,Microlensing,2022.0
Kepler-1964 b,Kepler-1964,,1.7810587,2.440829992,,4803.0,Transit,2021.0
Kepler-1310 b,Kepler-1310,,1.44,0.679336272,,5549.0,Transit,2016.0
HD 115954 b,HD 115954,,,3700.0,144.9,5957.0,Radial Velocity,2021.0
Kepler-714 b,Kepler-714,,9.67,8.098887986,,5995.0,Transit,2016.0
Kepler-1154 c,Kepler-1154,,2.36,8.45808312,,6327.0,Transit,2016.0
Kepler-214 b,Kepler-214,,2.61,15.660544,,6169.0,Transit,2014.0
Teegarden's Star c,Teegarden's Star,,,11.416,209.0,3034.0,Radial Velocity,2019.0
Kepler-1836 b,Kepler-1836,,2.55303229,5.254169941,,6123.0,Transit,2021.0
Kepler-1038 b,Kepler-1038,,3.53,148.4603382,,5335.0,Transit,2016.0
Kepler-126 d,Kepler-126,,2.5,100.283134,,6239.0,Transit,2014.0
Kepler-32 f,Kepler-32,,0.82,0.74296,,3900.0,Transit,2012.0
HD 166724 b,HD 166724,,,5144.0,,5127.0,Radial Velocity,2012.0
Kepler-1693 c,Kepler-1693,,0.97698289,5.363709927,,5553.0,Transit,2021.0
K2-239 d,K2-239,,1.1,10.115,399.0,3420.0,Transit,2018.0
Kepler-1732 b,Kepler-1732,,4.09903273,32.31240082,,5821.0,Transit,2021.0
Kepler-446 d,Kepler-446,,1.35,5.148921,,3359.0,Transit,2015.0
Kepler-150 d,Kepler-150,,2.79,12.56093,,5560.0,Transit,2014.0
Kepler-561 b,Kepler-561,,6.96,58.3620495,,5646.0,Transit,2016.0
GJ 180 d,GJ 180,,,106.3,,,Radial Velocity,2020.0
HD 154857 c,HD 154857,,,3452.0,,5605.0,Radial Velocity,2014.0
Kepler-186 c,Kepler-186,,1.25,7.267302,,3788.0,Transit,2014.0
Kepler-20 c,Kepler-20,11.1,2.894,10.8540774,828.0,5495.0,Transit,2011.0
Kepler-905 b,Kepler-905,,1.41,5.082746517,,5461.0,Transit,2016.0
Kepler-1844 b,Kepler-1844,,3.03648191,3.924510002,,5776.0,Transit,2021.0
K2-58 d,K2-58,,1.71,22.8827,,5413.0,Transit,2016.0
K2-205 b,K2-205,,1.99552771,26.672263,,5890.0,Transit,2018.0
Kepler-1725 b,Kepler-1725,,2.8125177,16.71990013,,6020.0,Transit,2021.0
Kepler-1216 b,Kepler-1216,,1.39,4.37034536,,5743.0,Transit,2016.0
V830 Tau b,V830 Tau,222.481,,4.927,,4250.0,Radial Velocity,2016.0
KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,1043.0,,,,,Microlensing,2019.0
Kepler-357 b,Kepler-357,,1.84,6.475434,,5036.0,Transit,2014.0
Kepler-1085 c,Kepler-1085,,3.26817741,56.7771,,5816.0,Transit,2020.0
KMT-2021-BLG-2609L b,KMT-2021-BLG-2609L,10.17050902,,,,,Microlensing,2024.0
HD 94890 c,HD 94890,,,2492.19,,4867.0,Radial Velocity,2025.0
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,127.0,,,,,Microlensing,2018.0
Kepler-1693 b,Kepler-1693,,1.28938413,12.0999,,5432.34,Transit,2020.0
HD 40979 b,HD 40979,,,264.14999,,6165.0,Radial Velocity,2002.0
Kepler-500 b,Kepler-500,,2.58,8.508324398,,5813.0,Transit,2016.0
Kepler-1013 b,Kepler-1013,,2.15,18.93054959,,4954.0,Transit,2016.0
GJ 1148 c,GJ 1148,,,532.58,,3287.0,Radial Velocity,2017.0
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,170.0,,,,,Microlensing,2012.0
Kepler-1692 b,Kepler-1692,,1.11177184,5.95966,,5146.0,Transit,2020.0
Kepler-1365 b,Kepler-1365,,0.92,7.69993485,,5770.0,Transit,2016.0
Kepler-1837 b,Kepler-1837,,2.06673842,5.906089783,,5966.0,Transit,2021.0
Kepler-1770 b,Kepler-1770,,2.84141754,16.84189987,,5602.0,Transit,2021.0
K2-8 b,K2-8,,3.58,10.35239,631.0,4870.0,Transit,2015.0
Kepler-641 b,Kepler-641,,1.85,9.48961571,,5713.0,Transit,2016.0
EPIC 205950854 c,K2-168,,1.31,8.050722,960.6,5502.7,Transit,2019.0
K2-80 b,K2-80,,2.01,19.0918,,5441.0,Transit,2016.0
Kepler-1379 b,Kepler-1379,,1.3,0.881841146,,5188.0,Transit,2016.0
PH1 b,PH1,169.0,6.18,138.317,481.0,6407.0,Transit,2012.0
Kepler-203 d,Kepler-203,,1.44,11.32972,,5821.0,Transit,2014.0
Kepler-1644 b,Kepler-1644,,1.88,21.0907758,,5499.0,Transit,2016.0
HD 219139 b,HD 219139,,,275.5,,4831.0,Radial Velocity,2021.0
Kepler-220 c,Kepler-220,,1.57,9.034199,,4632.0,Transit,2014.0
Kepler-352 d,Kepler-352,,0.80628032,6.887279987,,5208.0,Transit,2021.0
Kepler-291 c,Kepler-291,,1.88,5.700786,,6002.0,Transit,2014.0
K2-233 b,K2-233,2.4,1.315,2.467583,1127.0,4796.0,Transit,2018.0
Kepler-294 b,Kepler-294,,1.77,3.701212,,5913.0,Transit,2014.0
HD 177830 c,HD 177830,,,110.9,,4949.0,Radial Velocity,2010.0
Kepler-750 c,Kepler-750,,1.62,4.08899022,,6160.0,Transit,2016.0
Kepler-315 c,Kepler-315,,4.15,265.469335,,5796.0,Transit,2014.0
Kepler-224 b,Kepler-224,,1.39,3.132924,,5018.0,Transit,2014.0
Kepler-451 c,2MASS J19383260+4603591,,,1460.0,,29564.0,Eclipse Timing Variations,2022.0
HD 238914 b,HD 238914,,,4100.0,,4769.0,Radial Velocity,2018.0
HD 11755 b,HD 11755,,,433.70001,,4312.0,Radial Velocity,2015.0
HD 219077 b,HD 219077,3057.50927534,,5478.68861,,,Radial Velocity,2012.0
EPIC 206024342 d,EPIC 206024342,,2.6,14.647531,,5724.0,Transit,2021.0
DMPP-4 b,DMPP-4,,,3.4982,,6400.0,Radial Velocity,2023.0
Kepler-1182 b,Kepler-1182,,2.41,11.17394617,,5924.0,Transit,2016.0
Kepler-1229 b,Kepler-1229,,1.4,86.828989,,3784.0,Transit,2016.0
GJ 876 d,GJ 876,6.83,,1.93778,,,Radial Velocity,2005.0
Kepler-83 c,Kepler-83,,2.36,20.09,,,Transit,2012.0
HD 116029 b,HD 116029,,,670.0,,4819.0,Radial Velocity,2011.0
HD 131496 b,HD 131496,,,896.0,,4846.0,Radial Velocity,2011.0
HD 216770 b,HD 216770,,,118.45,,5399.0,Radial Velocity,2003.0
HD 76700 b,HD 76700,,,3.97097,,5644.0,Radial Velocity,2002.0
Kepler-782 b,Kepler-782,,3.21,158.6853308,,5867.0,Transit,2016.0
Kepler-1820 b,Kepler-1820,,3.11883067,31.03249931,,5841.0,Transit,2021.0
Kepler-1329 b,Kepler-1329,,2.17,9.33646594,,4500.0,Transit,2016.0
TYC 2187-512-1 b,TYC 2187-512-1,,,691.9,,3734.0,Radial Velocity,2022.0
Kepler-1924 b,Kepler-1924,,2.65446572,15.33170033,,5726.0,Transit,2021.0
Kepler-1223 b,Kepler-1223,,1.22,16.301259,,4870.0,Transit,2016.0
HD 63765 b,HD 63765,,,358.0,,5449.0,Radial Velocity,2009.0
Kepler-744 b,Kepler-744,,1.62,12.06222443,,5594.0,Transit,2016.0
Kepler-1380 b,Kepler-1380,,1.43,10.3108245,,5570.0,Transit,2016.0
GJ 9404 b,GJ 9404,,,13.4586,,,Radial Velocity,2023.0
Kepler-1947 b,Kepler-1947,,1.0101666,6.963630199,,6040.0,Transit,2021.0
OGLE-TR-182 b,OGLE-TR-182,320.995,12.666,3.9791,,5924.0,Transit,2007.0
Kepler-897 b,Kepler-897,,2.39,8.0472642,,5839.0,Transit,2016.0
HD 142415 b,HD 142415,,,386.29999,,5940.0,Radial Velocity,2003.0
HIP 105854 b,HIP 105854,,,184.2,,4780.0,Radial Velocity,2014.0
Kepler-1934 b,Kepler-1934,,0.91307734,1.419759989,,5925.0,Transit,2021.0
Kepler-354 b,Kepler-354,,1.84,5.47666,,4648.0,Transit,2014.0
Kepler-647 c,Kepler-647,,4.00135002,29.6663,,5906.74,Transit,2020.0
Kepler-254 d,Kepler-254,,2.5,18.746477,,5957.0,Transit,2014.0
Kepler-84 d,Kepler-84,,1.38,4.224537,,6031.0,Transit,2014.0
BD+15 2940 b,BD+15 2940,,,137.48,,4796.0,Radial Velocity,2013.0
Kepler-509 b,Kepler-509,,2.49,41.74600392,,6060.0,Transit,2016.0
Kepler-119 c,Kepler-119,,0.92,4.125103,,5595.0,Transit,2014.0
Kepler-1550 b,Kepler-1550,,3.02,225.582809,,5991.0,Transit,2016.0
Kepler-80 c,Kepler-80,6.74,2.74,9.52355,,4540.0,Transit,2012.0
Kepler-1239 b,Kepler-1239,,2.9,5.19104016,,6564.0,Transit,2016.0
Kepler-1232 b,Kepler-1232,,1.93,26.7839183,,5471.0,Transit,2016.0
HD 224018 d,HD 224018,4.2,2.4,138.0731,411.0,5784.0,Transit,2025.0
Kepler-23 c,Kepler-23,7.81,3.005,10.74,,5828.0,Transit,2011.0
HD 120084 b,HD 120084,2034.1018048,,2142.0,,4879.0,Radial Velocity,2013.0
Kepler-285 c,Kepler-285,,1.12,6.186676,,5411.0,Transit,2014.0
Kepler-303 c,Kepler-303,,1.14,7.061149,,3944.0,Transit,2014.0
Kepler-1188 b,Kepler-1188,,2.08,17.1369543,,5913.0,Transit,2016.0
Kepler-36 c,Kepler-36,7.13,3.679,16.21865,,5979.0,Transit,2012.0
Kepler-223 b,Kepler-223,7.4,2.99,7.38449,,,Transit,2014.0
BD+15 2375 b,BD+15 2375,,,153.22,,4649.0,Radial Velocity,2016.0
Kepler-1191 b,Kepler-1191,,1.51,5.60014851,,5308.0,Transit,2016.0
Kepler-33 e,Kepler-33,,4.02,31.7844,,5904.0,Transit,2011.0
Gl 686 b,Gl 686,,,15.53,,3656.0,Radial Velocity,2018.0
Kepler-921 b,Kepler-921,,2.87,51.300634,,5663.0,Transit,2016.0
Kepler-252 b,Kepler-252,,1.23,6.668391,,4208.0,Transit,2014.0
IC 4651 9122 b,IC 4651 9122,,,734.0,,,Radial Velocity,2018.0
Kepler-516 b,Kepler-516,,5.74,24.85462415,,7099.0,Transit,2016.0
K2-149 b,K2-149,,1.64,11.332,,3745.0,Transit,2018.0
Kepler-1251 b,Kepler-1251,,1.84,45.0904643,,5545.0,Transit,2016.0
HD 8535 b,HD 8535,,,1313.0,,6136.0,Radial Velocity,2010.0
Kepler-1580 b,Kepler-1580,,2.11,56.6449279,,6228.0,Transit,2016.0
Kepler-1073 d,Kepler-1073,,1.48770949,2.504760027,,5509.0,Transit,2021.0
Kepler-821 b,Kepler-821,,1.31,1.92279873,,5191.0,Transit,2016.0
HIP 34222 b,HIP 34222,,,159.986,,,Radial Velocity,2021.0
Kepler-116 b,Kepler-116,,3.42,5.968734,,6142.0,Transit,2014.0
Kepler-1942 b,Kepler-1942,,2.1170287,4.626049995,,5834.0,Transit,2021.0
Kepler-150 e,Kepler-150,,3.12,30.826557,,5560.0,Transit,2014.0
K2-61 b,K2-61,,1.92,2.57336,1325.0,5748.0,Transit,2016.0
Kepler-750 b,Kepler-750,,3.07,9.42887179,,6160.0,Transit,2016.0
K2-343 b,K2-343,,1.65,2.787174,653.0,3804.0,Transit,2021.0
HD 99109 b,HD 99109,,,439.29999,,5282.0,Radial Velocity,2005.0
Kepler-1538 b,Kepler-1538,,2.82,175.138819,,5837.0,Transit,2016.0
K2-254 b,K2-254,,1.63,4.09639,791.0,4629.0,Transit,2018.0
HD 164922 c,HD 164922,,,75.74,,5390.0,Radial Velocity,2016.0
EPIC 220674823 c,EPIC 220674823,7.32,2.84,13.33989,804.0,5578.0,Transit,2016.0
BD+48 740 b,BD+48 740,,,733.0,,4534.0,Radial Velocity,2018.0
HD 87646 b,HD 87646,,,13.481,,5770.0,Radial Velocity,2016.0
HD 95872 b,HD 95872,,,4375.0,,5312.0,Radial Velocity,2015.0
Kepler-923 b,Kepler-923,,1.38,6.93366476,,5988.0,Transit,2016.0
Kepler-1959 b,Kepler-1959,,1.14315727,6.38669014,,5071.0,Transit,2021.0
Kepler-1615 b,Kepler-1615,,2.06,47.3126192,,5865.0,Transit,2016.0
Kepler-725 c,Kepler-725,9.7,,207.541,268.0,5395.0,Transit Timing Variations,2025.0
KOI-7368 b,KOI-7368,,2.22,6.8430344,,5241.0,Transit,2022.0
Kepler-1004 b,Kepler-1004,,6.28,5.28789787,,4972.0,Transit,2016.0
Kepler-1322 b,Kepler-1322,,1.61,0.962867382,,5488.0,Transit,2016.0
Kepler-173 b,Kepler-173,,1.29,4.263742,,6031.0,Transit,2014.0
Kepler-1991 b,Kepler-1991,,1.47,13.26079792,760.0,5478.0,Transit,2023.0
Kepler-405 b,Kepler-405,,2.08,10.613839,,5818.0,Transit,2014.0
EPIC 249893012 d,EPIC 249893012,10.18,3.94,35.747,752.0,5430.0,Transit,2020.0
2MASS J12073346-3932539 b,2MASS J12073346-3932539,1589.15,,,1250.0,,Imaging,2004.0
Kepler-949 b,Kepler-949,,2.91,8.689307296,,5403.0,Transit,2016.0
K2-187 b,K2-187,,1.2,0.77401,,5438.0,Transit,2018.0
Kepler-709 b,Kepler-709,,2.92,16.08524954,,5071.0,Transit,2016.0
HD 45184 c,HD 45184,,,13.1354,,5869.0,Radial Velocity,2019.0
Kepler-168 b,Kepler-168,,1.46,4.425391,,6282.0,Transit,2014.0
Kepler-230 c,Kepler-230,,2.04,91.773242,,5588.0,Transit,2014.0
HD 196067 c,HD 196067,,,4.601088,,6072.0,Radial Velocity,2025.0
HD 117618 b,HD 117618,,,25.8,,5990.0,Radial Velocity,2004.0
Kepler-416 b,Kepler-416,58.2,2.48,6.319,,,Transit Timing Variations,2014.0
Kepler-264 b,Kepler-264,,3.33,40.806231,,6158.0,Transit,2014.0
Kepler-722 c,Kepler-722,,2.82,105.144749,,5863.0,Transit,2016.0
GJ 3779 b,GJ 3779,,,3.0232,,3324.0,Radial Velocity,2018.0
Kepler-1273 b,Kepler-1273,,2.49,28.625653,,5566.0,Transit,2016.0
Kepler-135 b,Kepler-135,,1.81,6.00253,,6090.0,Transit,2014.0
Kepler-80 d,Kepler-80,6.75,1.53,3.07222,,4540.0,Transit,2014.0
Kepler-439 b,Kepler-439,,2.24,178.1396,,5431.0,Transit,2015.0
Kepler-1457 b,Kepler-1457,,1.99,51.1110243,,5866.0,Transit,2016.0
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,9057.77,,246.36,,,Astrometry,2013.0
TYC 4282-00605-1 b,TYC 4282-00605-1,,,101.54,,4300.0,Radial Velocity,2017.0
HD 86264 b,HD 86264,3117.26101586,,1488.79123,,,Radial Velocity,2009.0
Kepler-106 d,Kepler-106,8.1,0.95,23.9802,,5858.0,Transit,2014.0
K2-243 b,K2-243,,2.17,11.54182,1035.0,6570.0,Transit,2018.0
Kepler-1751 b,Kepler-1751,,1.82417378,7.017310143,,6052.0,Transit,2021.0
HD 135625 b,HD 135625,731.0053361,,4055.0,,,Radial Velocity,2023.0
Kepler-100 e,Kepler-100,,,60.888588,,,Radial Velocity,2023.0
Kepler-1442 b,Kepler-1442,,3.93,81.4162941,,6394.0,Transit,2016.0
Kepler-852 b,Kepler-852,,2.54,44.9309804,,6100.0,Transit,2016.0
Kepler-255 b,Kepler-255,,1.55,5.714606,,5573.0,Transit,2014.0
Kepler-1957 b,Kepler-1957,,0.94374867,2.186619997,,4904.0,Transit,2021.0
11 UMi b,11 UMi,,,516.21997,,4213.0,Radial Velocity,2009.0
Kepler-24 d,Kepler-24,,1.67,4.244384,,5897.0,Transit,2014.0
Kepler-185 c,Kepler-185,,2.02,20.729042,,5208.0,Transit,2014.0
Kepler-1611 b,Kepler-1611,,0.81,5.1762429,,5605.0,Transit,2016.0
TIC 434398831 b,TIC 434398831,,3.51,3.685504,1250.0,5638.0,Transit,2025.0
KOI-134 c,KOI-134,69.92224954,,33.95,,6160.0,Transit Timing Variations,2025.0
Kepler-1225 b,Kepler-1225,,1.82,7.01075434,,6140.0,Transit,2016.0
Kepler-123 b,Kepler-123,,2.94,17.232366,,6089.0,Transit,2014.0
Kepler-1499 b,Kepler-1499,,1.19,44.2008,,5097.0,Transit,2016.0
Kepler-1321 d,Kepler-1321,,2.62843782,5.720920086,,3640.0,Transit,2021.0
Kepler-26 b,Kepler-26,5.12,2.78,12.28,,3914.0,Transit,2011.0
Kepler-398 d,Kepler-398,,0.88,6.83437001,,4557.0,Transit,2016.0
KOI-351 c,KOI-351,,1.19,8.719375,,6080.0,Transit,2013.0
Kepler-221 c,Kepler-221,,2.93,5.690586,,5243.0,Transit,2014.0
K2-251 b,K2-251,,2.35,9.30075,437.0,3717.0,Transit,2018.0
Kepler-1280 b,Kepler-1280,,1.87,66.5579057,,6227.0,Transit,2016.0
Kepler-1100 b,Kepler-1100,,1.75,6.42200058,,6247.0,Transit,2016.0
Kepler-356 c,Kepler-356,,1.81,13.121632,,6133.0,Transit,2014.0
HD 31527 d,HD 31527,,,271.6737,,5898.0,Radial Velocity,2019.0
HD 143105 b,HD 143105,,,2.1974,,6380.0,Radial Velocity,2016.0
Kepler-20 d,Kepler-20,13.4,2.606,77.611455,430.0,5495.0,Transit,2011.0
Kepler-970 b,Kepler-970,,2.609,16.736525,,4290.0,Transit,2016.0
Kepler-26 c,Kepler-26,6.2,2.72,17.2559,,3914.0,Transit,2011.0
Kepler-351 c,Kepler-351,,3.19,57.24809,,5643.0,Transit,2014.0
Kepler-1914 b,Kepler-1914,,2.9429803,30.82789993,,5982.0,Transit,2021.0
Kepler-53 d,Kepler-53,,2.12,9.751962,,6085.0,Transit,2014.0
Kepler-382 b,Kepler-382,,1.32,5.262155,,5600.0,Transit,2014.0
Kepler-603 c,Kepler-603,,6.5,127.9075774,,5808.0,Transit,2016.0
Kepler-946 b,Kepler-946,,1.93,11.79162572,,5665.0,Transit,2016.0
HD 100655 b,HD 100655,,,157.57001,,4891.0,Radial Velocity,2011.0
Kepler-1402 b,Kepler-1402,,0.76,2.03387914,,5416.0,Transit,2016.0
Kepler-1572 b,Kepler-1572,,0.94,5.49548621,,5618.0,Transit,2016.0
HD 132406 b,HD 132406,1887.90073758,,908.0,,,Radial Velocity,2007.0
HD 87816 c,HD 87816,,,7596.0,,4989.0,Radial Velocity,2025.0
Kepler-386 b,Kepler-386,,1.39,12.31043,,5178.0,Transit,2014.0
Kepler-104 b,Kepler-104,,3.1,11.427548,,5711.0,Transit,2014.0
HD 26161 b,HD 26161,9045.39646322,,10942.29013,,,Radial Velocity,2021.0
HD 79181 b,HD 79181,,,273.1,,4862.0,Radial Velocity,2021.0
Kepler-136 b,Kepler-136,,2.05,11.5789,,6165.0,Transit,2014.0
HD 25912 c,HD 25912,5252.75008249,,26308.65619,,,Radial Velocity,2022.0
Kepler-967 b,Kepler-967,,2.35,13.22713379,,5178.0,Transit,2016.0
K2-200 b,K2-200,,1.3643987,2.849883,,5233.0,Transit,2018.0
HD 155358 c,HD 155358,,,391.9,,5900.0,Radial Velocity,2007.0
Kepler-1960 b,Kepler-1960,,1.30749704,2.297940016,,6371.0,Transit,2021.0
Kepler-1510 b,Kepler-1510,,3.36,84.703921,,6200.0,Transit,2016.0
K2-128 b,K2-128,,1.42,5.675819,,4469.51,Transit,2017.0
BD+60 1417 b,BD+60 1417,4767.426105,14.68376472,,1303.0,4993.0,Imaging,2021.0
Kepler-1492 b,Kepler-1492,,1.49,16.75255007,,4712.0,Transit,2016.0
K2-13 b,K2-13,,1.89,39.91488,511.0,5698.0,Transit,2015.0
Kepler-891 b,Kepler-891,,6.41,53.44945593,,5887.0,Transit,2016.0
Kepler-1660 AB b,Kepler-1660 A,1586.59940774,,239.5044,,,Eclipse Timing Variations,2023.0
Kepler-382 c,Kepler-382,,1.59,12.162701,,5600.0,Transit,2014.0
HD 113538 b,HD 113538,,,663.2,,4462.0,Radial Velocity,2010.0
K2-63 b,K2-63,,3.22,20.257,,6771.0,Transit,2016.0
Kepler-818 b,Kepler-818,,5.11,10.035385814,,5638.0,Transit,2016.0
Kepler-1795 b,Kepler-1795,,1.66301611,13.36019993,,4500.0,Transit,2021.0
Kepler-1055 b,Kepler-1055,,1.23,2.295036233,,5723.0,Transit,2016.0
Kepler-989 b,Kepler-989,,2.21,7.964315352,,5074.0,Transit,2016.0
Kepler-992 b,Kepler-992,,1.62,20.16034462,,4944.0,Transit,2016.0
Kepler-1864 b,Kepler-1864,,0.75408365,3.881510019,,5854.0,Transit,2021.0
K2-203 b,K2-203,,1.26549392,9.6952,738.4,5026.0,Transit,2018.0
Kepler-591 b,Kepler-591,,3.39,81.1694299,,5677.0,Transit,2016.0
Kepler-966 b,Kepler-966,,4.13,99.747622,,5840.0,Transit,2016.0
Kepler-253 c,Kepler-253,,2.65,10.281951,,5208.0,Transit,2014.0
Kepler-82 f,Kepler-82,20.9,,75.732,,,Transit Timing Variations,2019.0
Kepler-975 c,Kepler-975,,10.69,5.05821338,1168.0,4883.0,Transit,2023.0
K2-252 b,K2-252,,1.74,13.81513,639.0,5152.0,Transit,2018.0
HD 200964 c,HD 200964,,,852.5,,4982.0,Radial Velocity,2010.0
HD 190984 b,HD 190984,,,4885.0,,5988.0,Radial Velocity,2009.0
HD 80913 b,HD 80913,7505.2000029,,10839.83341,,,Radial Velocity,2022.0
Kepler-530 b,Kepler-530,,3.01,39.30941904,,5697.0,Transit,2016.0
Kepler-758 d,Kepler-758,,2.12,20.4966197,,6228.0,Transit,2016.0
Kepler-351 b,Kepler-351,,3.06,37.054919,,5643.0,Transit,2014.0
Kepler-33 d,Kepler-33,,5.35,21.77596,,5904.0,Transit,2011.0
HD 125612 b,HD 125612,,,557.69994,,,Radial Velocity,2007.0
HD 33142 d,HD 33142,,,89.9,,5025.4,Radial Velocity,2022.0
HD 50499 b,HD 50499,,,2447.1,,6102.0,Radial Velocity,2005.0
HD 68402 b,HD 68402,,,1103.0,,5950.0,Radial Velocity,2016.0
HD 86081 b,HD 86081,,,2.1378431,,5939.0,Radial Velocity,2006.0
HD 103949 b,HD 103949,,,120.878,,4792.0,Radial Velocity,2019.0
HD 93385 b,HD 93385,,,7.3426,,5977.0,Radial Velocity,2021.0
Kepler-247 d,Kepler-247,,3.94,20.477912,,5100.0,Transit,2014.0
Kepler-1098 b,Kepler-1098,,1.3,2.543072855,,5794.0,Transit,2016.0
EPIC 212499991 b,EPIC 212499991,,1.6,34.885,,,Transit,2019.0
Kepler-58 b,Kepler-58,35.5,2.78,10.2184954,,5843.0,Transit,2012.0
CoRoT-7 b,CoRoT-7,4.07660518,1.68135,0.85359163,,5275.0,Transit,2009.0
Kepler-251 e,Kepler-251,,2.77,99.640161,,5526.0,Transit,2014.0
tau Boo b,tau Boo,,,3.3124568,,6466.27,Radial Velocity,1996.0
K2-84 c,K2-84,,2.03,27.86,,5652.0,Transit,2016.0
EPIC 206024342 b,EPIC 206024342,,1.7,4.50756,,,Transit,2019.0
Kepler-1044 b,Kepler-1044,,2.67,6.77408868,,5985.0,Transit,2016.0
Kepler-949 c,Kepler-949,,2.97,20.99757968,582.0,5211.0,Transit,2023.0
Kepler-401 c,Kepler-401,,2.15,47.318218,,6117.0,Transit,2014.0
Kepler-1667 b,Kepler-1667,,2.98385261,83.5781,,5941.54,Transit,2020.0
Kepler-830 b,Kepler-830,,1.7,11.29695137,,6037.0,Transit,2016.0
Kepler-141 c,Kepler-141,,1.41,7.010606,,4910.0,Transit,2014.0
Kepler-260 b,Kepler-260,,2.01,8.187399,,5250.0,Transit,2014.0
Kepler-473 b,Kepler-473,,4.08,14.55731705,,5816.0,Transit,2016.0
Kepler-246 c,Kepler-246,,1.5,11.187161,,5206.0,Transit,2014.0
Kepler-1953 b,Kepler-1953,,1.28574667,6.245659828,,4858.0,Transit,2021.0
Kepler-1344 b,Kepler-1344,,1.84,4.7683049,,5981.0,Transit,2016.0
Kepler-407 b,Kepler-407,1.93,1.19,0.6693124,,5487.0,Transit,2014.0
Kepler-46 d,Kepler-46,,1.64,6.766589,,5309.0,Transit,2014.0
Kepler-870 b,Kepler-870,,2.78,21.3587621,,5857.0,Transit,2016.0
K2-319 b,K2-319,,2.79,26.68,641.0,5440.0,Transit,2020.0
Kepler-1020 b,Kepler-1020,,2.28,96.9151496,,5227.0,Transit,2016.0
Kepler-1285 b,Kepler-1285,,0.97,14.7967458,,6170.0,Transit,2016.0
Kepler-678 b,Kepler-678,,5.14,7.27503724,,5520.0,Transit,2016.0
EPIC 206215704 b,EPIC 206215704,,1.0,2.255436,,3297.0,Transit,2019.0
HD 30856 b,HD 30856,,,847.0,,4895.0,Radial Velocity,2011.0
Kepler-1789 b,Kepler-1789,,2.83137505,80.23190308,,5436.0,Transit,2021.0
Kepler-308 b,Kepler-308,,2.12,9.694928,,5895.0,Transit,2014.0
Kepler-653 c,Kepler-653,,0.78,0.900376476,,5665.0,Transit,2016.0
Kepler-631 b,Kepler-631,,2.9,17.97979059,,6185.0,Transit,2016.0
HIP 79098 AB b,HIP 79098 AB,6515.515,,,2450.0,,Imaging,2019.0
Kepler-554 b,Kepler-554,,4.29,1.902208556,,5447.0,Transit,2016.0
Kepler-571 b,Kepler-571,,2.64,4.798599388,,5527.0,Transit,2016.0
Kepler-328 c,Kepler-328,39.4,5.4,71.312,,,Transit,2013.0
K2-407 c,K2-407,,1.36,9.22453,,5563.0,Transit,2022.0
